code,taxa_num,msa_length,ssp_from_true,dseq_from_true,dpos_from_true,constant_sites_pct,n_unique_sites,entropy_mean,entropy_25_pct,entropy_75_pct,entropy_sum,entropy_max,num_gap_segments_norm,av_gap_segment_length,gaps_len_one,gaps_len_two,gaps_len_three,gaps_len_four_plus,num_unique_gaps,num_unique_gaps_norm,avg_unique_gap_length,gaps_1seq_len1,gaps_2seq_len1,gaps_1seq_len2,gaps_2seq_len2,gaps_1seq_len3,gaps_2seq_len3,gaps_1seq_len4plus,gaps_2seq_len4plus,gaps_all_except_1_len1,gaps_all_except_1_len2,gaps_all_except_1_len3,gaps_all_except_1_len4plus,num_cols_no_gaps,num_cols_1_gap,num_cols_2_gaps,num_cols_all_gaps_except1,single_char_count,double_char_count,seq_max_len,seq_min_len,k_mer_max_K5,k_mer_average_K5,k_mer_95_pct_K5,k_mer_90_pct_K5,kmer_sum_of_top_10_K5,k_mer_max_K10,k_mer_average_K10,k_mer_95_pct_K10,k_mer_90_pct_K10,kmer_sum_of_top_10_K10,k_mer_max_K20,k_mer_average_K20,k_mer_95_pct_K20,k_mer_90_pct_K20,kmer_sum_of_top_10_K20,bl_sum,bl_mean,bl_25_pct,bl_75_pct,bl_max,bl_min,parsimony_mean,parsimony_sum,parsimony_max,parsimony_min,parsimony_25_pct,parsimony_75_pct,sp_match_count,sp_match_count_norm,sp_mismatch_count,sp_mismatch_count_norm,sp_go,sp_go_norm,sp_ge,sp_ge_norm,sp_match_BLOSUM62,sp_match_norm_BLOSUM62,sp_mismatch_BLOSUM62,sp_mismatch_norm_BLOSUM62,sp_BLOSUM62_GO_-10_GE_-0.5,sp_norm_BLOSUM62_GO_-10_GE_-0.5,sp_BLOSUM62_GO_-6_GE_-0.5,sp_norm_BLOSUM62_GO_-6_GE_-0.5,sp_BLOSUM62_GO_-10_GE_-1,sp_norm_BLOSUM62_GO_-10_GE_-1,sp_BLOSUM62_GO_-6_GE_-1,sp_norm_BLOSUM62_GO_-6_GE_-1,sp_BLOSUM62_GO_-10_GE_-0.2,sp_norm_BLOSUM62_GO_-10_GE_-0.2,sp_BLOSUM62_GO_-6_GE_-0.2,sp_norm_BLOSUM62_GO_-6_GE_-0.2,sp_match_PAM250,sp_match_norm_PAM250,sp_mismatch_PAM250,sp_mismatch_norm_PAM250,sp_PAM250_GO_-10_GE_-0.5,sp_norm_PAM250_GO_-10_GE_-0.5,sp_PAM250_GO_-6_GE_-0.5,sp_norm_PAM250_GO_-6_GE_-0.5,sp_PAM250_GO_-10_GE_-1,sp_norm_PAM250_GO_-10_GE_-1,sp_PAM250_GO_-6_GE_-1,sp_norm_PAM250_GO_-6_GE_-1,sp_PAM250_GO_-10_GE_-0.2,sp_norm_PAM250_GO_-10_GE_-0.2,sp_PAM250_GO_-6_GE_-0.2,sp_norm_PAM250_GO_-6_GE_-0.2,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-10_GE_-0.5,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-10_GE_-0.5,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-0.5,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-0.5,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-10_GE_-1,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-10_GE_-1,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-1,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-1,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-10_GE_-0.2,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-10_GE_-0.2,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-0.2,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-0.2,sp_HENIKOFF_with_gaps_PAM250_GO_-10_GE_-0.5,sp_HENIKOFF_without_gaps_PAM250_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-10_GE_-0.5,sp_HENIKOFF_with_gaps_PAM250_GO_-6_GE_-0.5,sp_HENIKOFF_without_gaps_PAM250_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-6_GE_-0.5,sp_HENIKOFF_with_gaps_PAM250_GO_-10_GE_-1,sp_HENIKOFF_without_gaps_PAM250_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-10_GE_-1,sp_HENIKOFF_with_gaps_PAM250_GO_-6_GE_-1,sp_HENIKOFF_without_gaps_PAM250_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-6_GE_-1,sp_HENIKOFF_with_gaps_PAM250_GO_-10_GE_-0.2,sp_HENIKOFF_without_gaps_PAM250_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-10_GE_-0.2,sp_HENIKOFF_with_gaps_PAM250_GO_-6_GE_-0.2,sp_HENIKOFF_without_gaps_PAM250_GO_-6_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-6_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-6_GE_-0.2,
bali_phy_msa.108.fas,50,456,0.000,0.031,0.000,0.634,334,0.372,0.000,0.637,169.580,2.627,13.360,27.352,1.920,1.980,0.000,9.460,50,1.000,103.840,1,1,0,0,0,0,49,6,0,0,0,0,0,0,0,141,126,84,280,2,16085,6.437,5,3,16516,14107,3.880,3,2,14460,10939,2.500,2,1,11209,4.335,0.045,0.012,0.047,0.433,0.002,4.553,2076.000,37.000,1.000,1.000,4.250,34011,0.061,25056,0.045,5454,0.010,103787,0.186,184458.000,0.330,-11622.000,-0.021,66402.500,0.119,88218.500,0.158,14509.000,0.026,36325.000,0.065,97538.600,0.175,119354.600,0.214,174415.000,0.312,-593.000,-0.001,67388.500,0.121,89204.500,0.160,15495.000,0.028,37311.000,0.067,98524.600,0.176,120340.600,0.215,20.012,26.821,16.486,20.014,32.864,41.244,28.135,33.945,-11.559,-7.881,-12.032,-15.015,1.292,6.542,-0.383,-1.083,38.955,47.642,33.597,41.031,51.807,62.065,45.246,54.962,20.738,27.581,16.755,20.532,33.590,42.004,28.404,34.463,-10.834,-7.120,-11.763,-14.497,2.018,7.303,-0.114,-0.565,39.681,48.402,33.866,41.549,52.533,62.825,45.514,55.481,
bali_phy_msa.109.fas,50,461,0.000,0.027,0.000,0.640,331,0.363,0.000,0.637,167.525,2.640,12.060,30.715,1.880,1.240,0.000,8.940,49,0.980,96.347,0,1,1,1,0,0,48,6,0,0,0,0,0,0,0,150,106,36,280,2,16515,6.331,4,3,16959,14476,3.857,3,2,14883,11138,2.442,2,1,11447,4.312,0.044,0.013,0.049,0.468,0.002,4.529,2088.000,38.000,1.000,1.000,5.000,34000,0.060,25308,0.045,5123,0.009,103305,0.183,184246.000,0.326,-11876.000,-0.021,69487.500,0.123,89979.500,0.159,17835.000,0.032,38327.000,0.068,100479.000,0.178,120971.000,0.214,173733.000,0.308,-836.000,-0.001,70014.500,0.124,90506.500,0.160,18362.000,0.033,38854.000,0.069,101006.000,0.179,121498.000,0.215,22.838,30.311,18.202,22.872,34.561,43.369,28.671,35.475,-8.876,-4.609,-10.475,-12.425,2.846,8.449,-0.006,0.177,41.867,51.263,35.409,44.051,53.590,64.321,45.878,56.653,23.359,30.847,18.248,23.081,35.081,43.904,28.717,35.683,-8.356,-4.073,-10.430,-12.216,3.367,8.985,0.040,0.386,42.388,51.799,35.454,44.260,54.110,64.856,45.924,56.862,
bali_phy_msa.11.fas,50,465,0.000,0.031,0.000,0.637,340,0.368,0.000,0.637,171.191,2.623,11.940,31.358,1.060,1.440,0.000,9.440,48,0.960,110.667,1,1,0,1,0,0,47,7,0,0,0,0,0,0,0,144,96,76,280,2,16636,6.385,4,3,17068,14628,3.887,3,2,15012,11273,2.510,2,1,11623,4.265,0.044,0.015,0.045,0.423,0.001,4.497,2091.000,36.000,1.000,1.000,4.000,33689,0.059,24912,0.044,5178,0.009,104719,0.184,183002.000,0.321,-11446.000,-0.020,67416.500,0.118,88128.500,0.155,15057.000,0.026,35769.000,0.063,98832.200,0.174,119544.200,0.210,173240.000,0.304,-490.000,-0.001,68610.500,0.120,89322.500,0.157,16251.000,0.029,36963.000,0.065,100026.200,0.176,120738.200,0.212,21.101,28.040,16.213,21.324,33.128,41.498,27.204,34.392,-10.718,-6.969,-12.807,-13.897,1.310,6.490,-1.817,-0.828,40.192,49.046,33.626,42.457,52.219,62.504,44.616,55.525,21.835,28.803,16.627,21.502,33.862,42.261,27.617,34.570,-9.983,-6.206,-12.394,-13.719,2.044,7.252,-1.403,-0.651,40.926,49.809,34.039,42.634,52.953,63.267,45.030,55.703,
bali_phy_msa.110.fas,50,459,0.000,0.029,0.000,0.641,329,0.364,0.000,0.637,167.122,2.644,11.760,31.328,1.280,1.360,0.120,9.000,50,1.000,100.640,0,1,1,0,1,0,48,5,0,0,0,0,0,0,0,148,75,45,280,2,16403,6.212,4,3,16764,14391,3.772,3,2,14724,11078,2.405,2,1,11365,4.316,0.044,0.013,0.049,0.463,0.002,4.525,2077.000,37.000,1.000,1.000,4.500,33966,0.060,25370,0.045,5125,0.009,103249,0.184,184124.000,0.327,-12292.000,-0.022,68957.500,0.123,89457.500,0.159,17333.000,0.031,37833.000,0.067,99932.200,0.178,120432.200,0.214,173808.000,0.309,-1389.000,-0.002,69544.500,0.124,90044.500,0.160,17920.000,0.032,38420.000,0.068,100519.200,0.179,121019.200,0.215,22.357,29.531,18.281,22.839,34.154,42.758,28.725,35.517,-9.391,-5.442,-10.412,-12.506,2.406,7.784,0.032,0.172,41.405,50.515,35.497,44.046,53.203,63.742,45.941,56.724,22.811,29.959,18.273,22.902,34.609,43.185,28.718,35.580,-8.937,-5.014,-10.420,-12.443,2.861,8.212,0.025,0.235,41.860,50.943,35.489,44.109,53.657,64.169,45.934,56.787,
bali_phy_msa.111.fas,50,483,0.000,0.042,0.000,0.650,351,0.357,0.000,0.637,172.197,2.581,13.540,28.982,0.640,1.380,0.600,10.920,49,0.980,117.122,2,1,0,1,0,0,47,7,0,0,0,0,0,0,0,165,111,73,280,2,17177,6.701,5,3,17626,14931,3.921,3,2,15316,11382,2.437,2,1,11669,4.085,0.042,0.013,0.046,0.429,0.001,4.304,2079.000,33.000,1.000,1.000,4.000,33469,0.057,24336,0.041,5294,0.009,106311,0.180,180953.000,0.306,-11201.000,-0.019,63656.500,0.108,84832.500,0.143,10501.000,0.018,31677.000,0.054,95549.800,0.161,116725.800,0.197,170193.000,0.288,-607.000,-0.001,63490.500,0.107,84666.500,0.143,10335.000,0.017,31511.000,0.053,95383.800,0.161,116559.800,0.197,19.556,26.150,16.548,19.109,31.550,39.599,27.453,32.018,-12.326,-8.951,-12.592,-16.183,-0.332,4.498,-1.687,-3.275,38.684,47.211,34.033,40.285,50.679,60.659,44.937,53.193,19.918,26.612,16.363,19.319,31.913,40.061,27.268,32.227,-11.963,-8.489,-12.777,-15.973,0.031,4.959,-1.872,-3.065,39.047,47.673,33.847,40.494,51.041,61.121,44.752,53.402,
bali_phy_msa.112.fas,50,460,0.000,0.042,0.000,0.637,332,0.370,0.000,0.637,170.309,2.627,12.200,30.280,1.720,0.720,0.600,9.160,50,1.000,102.080,2,1,0,0,1,0,47,5,0,0,0,0,0,0,0,149,51,69,280,2,16391,6.272,4,3,16814,14484,3.808,3,2,14814,11258,2.430,2,1,11547,4.346,0.045,0.014,0.048,0.464,0.001,4.530,2084.000,36.000,1.000,1.000,5.000,33749,0.060,25094,0.045,5259,0.009,104235,0.185,182541.000,0.324,-11552.000,-0.021,66281.500,0.118,87317.500,0.155,14164.000,0.025,35200.000,0.062,97552.000,0.173,118588.000,0.210,171854.000,0.305,-584.000,-0.001,66562.500,0.118,87598.500,0.155,14445.000,0.026,35481.000,0.063,97833.000,0.174,118869.000,0.211,21.077,27.916,18.996,20.647,33.072,41.359,29.987,33.546,-10.552,-6.866,-9.712,-14.528,1.443,6.577,1.279,-1.628,40.055,48.785,36.221,41.752,52.050,62.228,47.212,54.651,21.458,28.301,18.654,20.724,33.453,41.743,29.644,33.623,-10.171,-6.481,-10.055,-14.451,1.824,6.962,0.936,-1.551,40.436,49.170,35.879,41.829,52.430,62.613,46.869,54.728,
bali_phy_msa.113.fas,50,469,0.000,0.031,0.000,0.640,343,0.359,0.000,0.637,168.548,2.640,12.260,30.866,0.660,1.840,0.000,9.760,55,1.100,100.564,1,2,1,1,0,0,53,8,0,0,0,0,0,0,0,152,88,65,280,2,16752,6.500,4,3,17144,14579,3.900,3,2,14931,11056,2.446,2,1,11349,4.229,0.044,0.012,0.046,0.443,0.002,4.475,2099.000,36.000,0.000,1.000,4.000,33766,0.059,25138,0.044,5306,0.009,104113,0.181,183093.000,0.319,-11535.000,-0.020,66441.500,0.116,87665.500,0.153,14385.000,0.025,35609.000,0.062,97675.400,0.170,118899.400,0.207,172692.000,0.301,-705.000,-0.001,66870.500,0.116,88094.500,0.153,14814.000,0.026,36038.000,0.063,98104.400,0.171,119328.400,0.208,20.064,26.925,17.238,19.491,32.552,40.977,28.252,33.136,-11.679,-8.041,-11.190,-15.865,0.809,6.011,-0.176,-2.219,39.110,47.904,34.295,40.704,51.598,61.956,45.309,54.349,20.600,27.537,17.275,19.696,33.088,41.589,28.290,33.341,-11.143,-7.428,-11.153,-15.659,1.345,6.623,-0.138,-2.014,39.646,48.516,34.332,40.909,52.134,62.568,45.346,54.554,
bali_phy_msa.114.fas,50,456,0.000,0.036,0.000,0.612,332,0.390,0.000,0.642,177.680,2.640,10.920,33.463,1.820,0.700,0.000,8.400,49,0.980,100.245,0,0,0,0,0,0,49,5,0,0,0,0,0,0,0,133,51,47,280,2,16430,6.180,4,3,16822,14667,3.849,3,2,14994,11711,2.499,2,1,11982,4.377,0.045,0.015,0.046,0.456,0.002,4.605,2100.000,36.000,1.000,1.000,4.250,33578,0.060,24795,0.044,5196,0.009,105175,0.188,181727.000,0.325,-11725.000,-0.021,65454.500,0.117,86238.500,0.154,12867.000,0.023,33651.000,0.060,97007.000,0.174,117791.000,0.211,171148.000,0.306,-953.000,-0.002,65647.500,0.118,86431.500,0.155,13060.000,0.023,33844.000,0.061,97200.000,0.174,117984.000,0.211,20.826,28.044,16.132,20.809,32.685,41.235,26.771,33.543,-11.355,-7.342,-12.639,-14.913,0.504,5.849,-2.000,-2.179,40.135,49.276,33.394,42.242,51.993,62.467,44.034,54.977,21.338,28.619,16.251,21.020,33.196,41.810,26.890,33.755,-10.843,-6.767,-12.520,-14.702,1.015,6.424,-1.881,-1.967,40.646,49.851,33.514,42.453,52.505,63.042,44.153,55.188,
bali_phy_msa.115.fas,50,452,0.000,0.027,0.000,0.637,326,0.371,0.000,0.637,167.597,2.640,10.840,33.341,1.600,0.820,0.000,8.420,50,1.000,100.280,1,1,0,0,0,0,49,5,0,0,0,0,0,0,0,141,45,42,280,2,16225,6.144,4,3,16623,14254,3.828,3,2,14599,11127,2.438,2,1,11431,4.385,0.045,0.014,0.048,0.438,0.002,4.575,2068.000,37.000,1.000,1.000,4.000,33857,0.061,25605,0.046,5019,0.009,102997,0.186,183689.000,0.332,-12727.000,-0.023,69273.500,0.125,89349.500,0.161,17775.000,0.032,37851.000,0.068,100172.600,0.181,120248.600,0.217,173407.000,0.313,-1812.000,-0.003,69906.500,0.126,89982.500,0.163,18408.000,0.033,38484.000,0.070,100805.600,0.182,120881.600,0.218,22.728,30.252,16.619,23.395,34.055,42.805,26.982,35.514,-8.670,-4.207,-11.933,-11.258,2.656,8.346,-1.570,0.861,41.567,50.927,33.751,44.187,52.894,63.480,44.113,56.306,23.404,31.004,16.890,23.730,34.730,43.557,27.253,35.849,-7.995,-3.455,-11.662,-10.923,3.332,9.098,-1.300,1.196,42.243,51.679,34.021,44.522,53.570,64.232,44.384,56.641,
bali_phy_msa.116.fas,50,460,0.000,0.040,0.000,0.624,332,0.380,0.000,0.637,174.688,2.640,10.880,33.954,1.280,0.780,0.000,8.820,50,1.000,98.060,0,1,1,0,0,0,49,5,0,0,0,0,0,0,0,138,99,64,280,2,16565,6.295,4,3,16953,14547,3.918,3,2,14889,11209,2.520,2,1,11506,4.321,0.045,0.013,0.047,0.470,0.002,4.550,2093.000,36.000,1.000,1.000,4.250,33829,0.060,24433,0.043,5306,0.009,105397,0.187,183283.000,0.325,-11164.000,-0.020,66360.500,0.118,87584.500,0.155,13662.000,0.024,34886.000,0.062,97979.600,0.174,119203.600,0.212,172865.000,0.307,-298.000,-0.001,66808.500,0.119,88032.500,0.156,14110.000,0.025,35334.000,0.063,98427.600,0.175,119651.600,0.212,22.093,29.437,17.947,21.446,33.911,42.507,28.815,34.181,-9.952,-5.806,-11.135,-14.288,1.866,7.264,-0.267,-1.553,41.320,50.584,35.396,42.886,53.138,63.654,46.264,55.621,22.594,29.949,17.920,21.657,34.412,43.019,28.788,34.392,-9.451,-5.295,-11.161,-14.077,2.367,7.775,-0.293,-1.342,41.821,51.095,35.369,43.097,53.639,64.165,46.237,55.832,
bali_phy_msa.117.fas,50,467,0.000,0.031,0.000,0.645,334,0.365,0.000,0.637,170.455,2.623,12.900,29.180,1.220,1.500,0.680,9.500,50,1.000,106.600,1,1,0,1,0,0,49,6,0,0,0,0,0,0,0,153,87,75,280,2,16608,6.450,4,3,17020,14543,3.879,3,2,14883,11092,2.439,2,2,11368,4.267,0.044,0.012,0.047,0.457,0.001,4.505,2104.000,36.000,1.000,1.000,4.000,33677,0.059,25067,0.044,5377,0.009,104433,0.183,182783.000,0.320,-12347.000,-0.022,64449.500,0.113,85957.500,0.150,12233.000,0.021,33741.000,0.059,95779.400,0.167,117287.400,0.205,172407.000,0.301,-1777.000,-0.003,64643.500,0.113,86151.500,0.151,12427.000,0.022,33935.000,0.059,95973.400,0.168,117481.400,0.205,17.816,24.036,14.911,16.779,30.686,38.538,26.375,30.786,-14.116,-11.089,-13.753,-18.902,-1.245,3.412,-2.289,-4.895,36.975,45.111,32.109,38.188,49.845,59.613,43.573,52.195,17.917,24.053,14.623,16.535,30.788,38.554,26.087,30.542,-14.014,-11.073,-14.040,-19.146,-1.144,3.429,-2.576,-5.139,37.076,45.128,31.821,37.944,49.947,59.630,43.285,51.951,
bali_phy_msa.118.fas,50,452,0.000,0.033,0.000,0.626,325,0.382,0.000,0.637,172.876,2.606,9.640,37.492,1.060,0.160,0.000,8.420,51,1.020,95.490,1,1,0,2,0,0,50,8,0,0,0,0,0,0,0,132,59,65,280,2,16318,6.231,4,3,16721,14378,3.927,3,2,14735,11274,2.535,2,1,11603,4.395,0.045,0.014,0.047,0.448,0.001,4.619,2088.000,34.000,1.000,1.000,5.000,33834,0.061,25194,0.046,5204,0.009,103865,0.188,183636.000,0.332,-12710.000,-0.023,66953.500,0.121,87769.500,0.159,15021.000,0.027,35837.000,0.065,98113.000,0.177,118929.000,0.215,173434.000,0.313,-2076.000,-0.004,67385.500,0.122,88201.500,0.159,15453.000,0.028,36269.000,0.066,98545.000,0.178,119361.000,0.216,21.390,28.519,16.038,21.186,33.361,41.859,26.833,34.239,-10.329,-6.323,-12.673,-13.997,1.642,7.017,-1.879,-0.944,40.421,49.424,33.265,42.296,52.392,62.764,44.060,55.349,21.944,29.132,16.022,21.449,33.915,42.471,26.817,34.502,-9.775,-5.711,-12.689,-13.734,2.196,7.629,-1.894,-0.681,40.976,50.037,33.249,42.559,52.946,63.377,44.044,55.612,
bali_phy_msa.119.fas,50,455,0.000,0.031,0.000,0.622,327,0.383,0.000,0.637,174.117,2.610,10.560,34.509,1.280,0.720,0.000,8.560,49,0.980,95.837,0,1,1,1,0,0,48,8,0,0,0,0,0,0,0,134,76,54,280,2,16373,6.234,4,3,16747,14401,3.855,3,2,14750,11252,2.449,2,1,11532,4.380,0.045,0.013,0.047,0.483,0.001,4.582,2085.000,36.000,1.000,1.000,5.000,33696,0.060,24765,0.044,5248,0.009,104999,0.188,182419.000,0.327,-11427.000,-0.021,66012.500,0.118,87004.500,0.156,13513.000,0.024,34505.000,0.062,97512.200,0.175,118504.200,0.213,171727.000,0.308,-604.000,-0.001,66143.500,0.119,87135.500,0.156,13644.000,0.024,34636.000,0.062,97643.200,0.175,118635.200,0.213,21.472,28.624,17.748,21.057,33.443,41.975,28.483,34.130,-10.513,-6.559,-11.169,-14.754,1.458,6.792,-0.434,-1.681,40.663,49.734,35.099,42.544,52.634,63.084,45.834,55.616,21.826,28.988,17.626,21.066,33.797,42.338,28.361,34.139,-10.159,-6.195,-11.292,-14.744,1.812,7.155,-0.557,-1.672,41.017,50.098,34.976,42.553,52.988,63.448,45.711,55.626,
bali_phy_msa.12.fas,50,457,0.000,0.023,0.000,0.637,329,0.369,0.000,0.637,168.505,2.623,11.440,32.030,0.680,1.420,0.000,9.340,51,1.020,102.471,1,1,0,0,0,0,50,5,0,0,0,0,0,0,0,145,65,69,280,2,16277,6.353,4,3,16680,14246,3.834,3,2,14591,10929,2.406,2,1,11211,4.360,0.045,0.013,0.049,0.473,0.002,4.573,2090.000,35.000,1.000,1.000,5.000,33824,0.060,25453,0.045,5109,0.009,103367,0.185,183443.000,0.328,-11509.000,-0.021,69160.500,0.124,89596.500,0.160,17477.000,0.031,37913.000,0.068,100170.600,0.179,120606.600,0.215,173334.000,0.310,-512.000,-0.001,70048.500,0.125,90484.500,0.162,18365.000,0.033,38801.000,0.069,101058.600,0.181,121494.600,0.217,22.456,29.859,16.639,21.969,34.149,42.888,27.234,34.614,-9.253,-5.041,-12.241,-13.390,2.440,7.988,-1.647,-0.744,41.482,50.798,33.968,43.184,53.175,63.827,44.562,55.829,23.347,30.852,16.934,22.507,35.039,43.881,27.528,35.153,-8.363,-4.047,-11.947,-12.851,3.330,8.982,-1.353,-0.206,42.372,51.792,34.262,43.722,54.065,64.821,44.856,56.368,
bali_phy_msa.120.fas,50,469,0.000,0.037,0.000,0.638,341,0.369,0.000,0.637,172.878,2.627,12.120,31.223,1.280,1.400,0.000,9.440,44,0.880,108.659,0,1,0,0,0,0,44,7,0,0,0,0,0,0,0,142,77,42,280,2,16829,6.451,4,3,17281,14792,3.894,3,2,15200,11449,2.480,2,1,11758,4.229,0.044,0.012,0.045,0.466,0.001,4.431,2078.000,37.000,1.000,1.000,4.000,33608,0.058,24493,0.043,5213,0.009,105719,0.184,181968.000,0.317,-11237.000,-0.020,65741.500,0.114,86593.500,0.151,12882.000,0.022,33734.000,0.059,97457.200,0.170,118309.200,0.206,171507.000,0.299,-475.000,-0.001,66042.500,0.115,86894.500,0.151,13183.000,0.023,34035.000,0.059,97758.200,0.170,118610.200,0.206,20.553,27.273,17.296,20.046,32.566,40.734,28.127,33.149,-11.754,-8.361,-12.071,-16.201,0.259,5.100,-1.240,-3.098,39.937,48.653,34.916,41.794,51.950,62.115,45.747,54.897,21.125,27.934,17.300,20.348,33.139,41.396,28.131,33.451,-11.182,-7.700,-12.067,-15.899,0.832,5.762,-1.235,-2.796,40.509,49.315,34.920,42.097,52.523,62.776,45.751,55.200,
bali_phy_msa.121.fas,50,464,0.000,0.030,0.000,0.640,331,0.365,0.000,0.637,169.212,2.627,11.640,32.081,1.100,0.680,0.620,9.240,51,1.020,99.980,0,1,0,1,1,0,50,6,0,0,0,0,0,0,0,143,24,41,280,2,16607,6.362,4,3,17006,14637,3.750,3,2,15001,11345,2.388,2,1,11603,4.297,0.044,0.014,0.046,0.462,0.002,4.543,2108.000,36.000,1.000,1.000,4.000,33731,0.059,25008,0.044,5227,0.009,104443,0.184,183126.000,0.322,-11477.000,-0.020,67157.500,0.118,88065.500,0.155,14936.000,0.026,35844.000,0.063,98490.400,0.173,119398.400,0.210,172966.000,0.304,-556.000,-0.001,67918.500,0.119,88826.500,0.156,15697.000,0.028,36605.000,0.064,99251.400,0.175,120159.400,0.211,20.735,27.412,16.927,19.758,33.078,41.334,27.869,33.302,-11.255,-7.870,-11.921,-16.052,1.088,6.052,-0.979,-2.508,39.929,48.582,34.236,41.244,52.271,62.504,45.178,54.788,21.396,28.101,17.100,19.998,33.739,42.022,28.042,33.543,-10.594,-7.182,-11.748,-15.812,1.749,6.740,-0.807,-2.267,40.590,49.270,34.409,41.484,52.933,63.192,45.350,55.028,
bali_phy_msa.122.fas,50,453,0.000,0.021,0.000,0.631,325,0.375,0.000,0.637,169.813,2.623,10.620,34.126,0.620,0.840,0.000,9.160,48,0.960,104.771,1,1,0,2,0,0,47,6,0,0,0,0,0,0,0,138,83,68,280,2,16174,6.329,4,3,16626,14014,3.905,3,2,14416,10530,2.456,2,1,10841,4.362,0.045,0.015,0.047,0.444,0.002,4.563,2067.000,36.000,1.000,1.000,4.000,33892,0.061,25478,0.046,4959,0.009,103181,0.186,183801.000,0.331,-12130.000,-0.022,70490.500,0.127,90326.500,0.163,18900.000,0.034,38736.000,0.070,101444.800,0.183,121280.800,0.219,173431.000,0.313,-1399.000,-0.003,70851.500,0.128,90687.500,0.163,19261.000,0.035,39097.000,0.070,101805.800,0.183,121641.800,0.219,22.860,30.149,16.777,23.187,34.394,43.037,27.235,35.606,-8.729,-4.551,-11.898,-11.760,2.805,8.336,-1.440,0.659,41.814,50.969,33.982,44.155,53.347,63.857,44.440,56.574,23.238,30.546,16.849,23.234,34.772,43.433,27.306,35.653,-8.351,-4.155,-11.826,-11.713,3.183,8.733,-1.369,0.706,42.191,51.366,34.054,44.202,53.725,64.254,44.511,56.621,
